City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
332,Guerrero Negro,MX,27.9769,-114.0611,69.87,82,2,18.54,clear sky
333,Kaohsiung,TW,22.6163,120.3133,87.75,77,75,5.01,broken clouds
334,Cockburn Town,TC,21.4612,-71.1419,81.77,83,36,20.27,scattered clouds
335,Torbay,CA,47.6666,-52.7314,67.75,97,90,13.8,light rain
336,Rio Grande,BR,-32.035,-52.0986,47.28,76,0,10.02,clear sky
337,Porto Velho,BR,-8.7619,-63.9039,71.65,73,0,0.0,clear sky
338,Pokaran,IN,26.9167,71.9167,84.18,69,80,16.87,broken clouds
339,Pevek,RU,69.7008,170.3133,43.21,71,87,6.85,overcast clouds
340,Palauig,PH,15.435,119.9045,81.01,87,100,8.99,light rain
341,Nouakchott,MR,18.0858,-15.9785,78.73,87,87,12.86,overcast clouds
342,Kemijarvi,FI,66.7131,27.4306,43.66,74,37,8.01,scattered clouds
343,Dudinka,RU,69.4058,86.1778,60.39,47,0,4.94,clear sky
344,Roma,US,43.2128,-75.4557,67.12,93,20,0.0,few clouds
345,Tomakomai,JP,42.6369,141.6033,91.72,69,20,10.36,few clouds
346,Long,TH,18.0761,99.8326,83.64,96,100,3.29,overcast clouds
347,Tura,IN,25.5198,90.2201,81.23,83,100,4.54,overcast clouds
348,Moerai,PF,-22.4333,-151.3333,74.8,74,1,14.92,clear sky
349,Ganzhou,CN,28.8184,115.4327,87.66,71,100,3.31,overcast clouds
350,Ndele,CF,8.4109,20.6473,69.35,99,99,3.78,light rain
351,Biloela,AU,-24.4167,150.5,60.96,30,1,20.98,clear sky
352,Matagami,CA,49.7502,-77.6328,59.11,63,1,8.05,clear sky
353,Bathsheba,BB,13.2167,-59.5167,83.01,74,20,23.02,few clouds
354,Kousseri,CM,12.0769,15.0306,75.16,94,95,5.75,overcast clouds
355,Panorama,GR,40.5878,23.0315,75.52,59,20,4.0,few clouds
356,Grudziadz,PL,53.4841,18.7537,60.84,91,35,5.53,scattered clouds
357,Mandalgovi,MN,45.7625,106.2708,81.52,35,100,20.6,overcast clouds
358,Gainesville,US,29.6516,-82.3248,78.67,88,1,3.44,clear sky
359,Khategaon,IN,22.6,76.9167,79.2,81,100,12.97,overcast clouds
360,Ambanja,MG,-13.6833,48.45,66.79,79,10,3.98,clear sky
361,Kholmy,UA,51.871,32.6006,63.34,96,100,3.96,moderate rain
362,Bongandanga,CD,1.5,21.05,71.89,79,66,1.66,broken clouds
363,Malartic,CA,48.1335,-78.1328,59.11,80,7,5.59,clear sky
364,Poum,NC,-20.2333,164.0167,70.29,68,4,13.33,clear sky
365,Iberia,US,29.9502,-91.7507,78.98,94,1,4.61,clear sky
366,Rawson,AR,-43.3002,-65.1023,49.44,58,23,7.36,few clouds
367,Mastic Beach,US,40.7668,-72.8521,77.32,89,1,8.01,haze
368,Monster,NL,52.0258,4.175,62.58,91,0,3.44,clear sky
369,Fairbanks,US,64.8378,-147.7164,88.09,28,1,11.5,smoke
370,Gat,IL,31.61,34.7642,77.68,100,2,2.37,clear sky
371,Camacha,PT,33.0833,-16.3333,66.96,88,40,8.05,scattered clouds
372,Point Pleasant,US,40.0832,-74.0682,81.23,81,1,1.01,clear sky
373,Shasta Lake,US,40.6804,-122.3708,95.83,26,0,4.54,clear sky
374,Abilene,US,32.4487,-99.7331,80.82,54,1,4.61,clear sky
375,Denpasar,ID,-8.65,115.2167,82.06,78,40,13.8,scattered clouds
376,Cabinda,AO,-5.55,12.2,69.94,87,10,8.55,clear sky
377,Morden,CA,49.1919,-98.1014,71.98,94,100,6.91,overcast clouds
378,Mayumba,GA,-3.432,10.6554,70.63,90,28,7.36,scattered clouds
379,Yelovo,RU,57.0538,54.9207,68.04,93,89,9.57,overcast clouds
380,Komsomolskiy,UZ,40.4272,71.7189,72.32,64,100,4.61,overcast clouds
381,Mut,TR,36.6439,33.4389,74.03,39,0,2.77,clear sky
382,Waingapu,ID,-9.6567,120.2641,86.13,54,95,15.46,overcast clouds
383,Wairoa,NZ,-39.0333,177.3667,59.56,64,79,4.0,light rain
384,Wageningen,NL,51.9667,5.6667,60.1,92,0,1.14,clear sky
385,Mainit,PH,9.535,125.5231,85.1,64,91,9.37,overcast clouds
386,Santiago Del Estero,AR,-27.7951,-64.2615,48.81,30,0,7.43,clear sky
387,Rio Gallegos,AR,-51.6226,-69.2181,32.05,86,0,4.61,clear sky
388,Faya,SA,18.3851,42.4509,64.51,83,100,7.7,overcast clouds
389,Huaihua,CN,27.5494,109.9592,83.77,74,98,3.09,overcast clouds
390,Iwanai,JP,42.9744,140.5089,83.79,65,79,5.46,broken clouds
391,Kurunegala,LK,7.4863,80.3623,82.92,76,100,8.34,overcast clouds
392,Srednekolymsk,RU,67.45,153.6833,68.63,58,95,16.55,overcast clouds
393,Seoul,KR,37.5683,126.9778,93.61,58,40,3.44,scattered clouds
394,Stepnyak,KZ,52.8339,70.7803,66.45,63,76,3.87,broken clouds
395,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,72.19,60,20,8.95,few clouds
396,Puerto Colombia,CO,10.9878,-74.9547,82.49,74,6,22.73,clear sky
397,Vestmanna,FO,62.1564,-7.1664,50.92,100,90,1.14,light intensity drizzle
398,Tadine,NC,-21.55,167.8833,75.52,76,31,3.96,scattered clouds
399,Santa Maria,BR,-29.6842,-53.8069,38.5,100,0,0.0,clear sky
400,Atar,MR,20.5169,-13.0499,90.34,13,4,9.89,clear sky
401,Sompeta,IN,18.9333,84.6,84.45,74,100,4.21,overcast clouds
402,Kimberley,ZA,-28.7323,24.7623,38.89,70,85,11.5,overcast clouds
403,Pinega,RU,64.7001,43.3936,52.56,89,88,7.9,overcast clouds
404,Sao Sebastiao,BR,-23.76,-45.4097,56.05,84,100,3.44,overcast clouds
405,Zhangjiakou,CN,40.81,114.8794,78.89,59,100,12.66,overcast clouds
406,Golden,US,39.7555,-105.2211,85.69,36,75,1.99,smoke
407,Beidao,CN,34.5686,105.8933,79.02,65,81,6.53,broken clouds
408,Zemio,CF,5.0314,25.1361,68.13,93,100,2.19,overcast clouds
409,Gigmoto,PH,13.7796,124.39,86.54,71,99,14.76,overcast clouds
410,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.57,81,3,8.97,clear sky
411,Laranjeiras,BR,-10.8064,-37.17,71.22,91,42,4.63,scattered clouds
412,Upernavik,GL,72.7868,-56.1549,42.03,85,100,8.41,overcast clouds
413,Urla,TR,38.3229,26.764,76.21,83,0,3.44,clear sky
414,Tortoli,IT,39.9256,9.6572,73.22,64,0,4.61,clear sky
415,Bambous Virieux,MU,-20.3428,57.7575,71.22,60,40,14.97,light rain
416,Paita,PE,-5.0892,-81.1144,66.25,84,0,11.54,clear sky
417,Sao Borja,BR,-28.6606,-56.0044,44.08,75,0,5.88,clear sky
418,Saldanha,ZA,-33.0117,17.9442,42.85,60,86,12.46,overcast clouds
419,Pitimbu,BR,-7.4706,-34.8086,70.39,85,2,11.05,clear sky
420,Bikaner,IN,28.0167,73.3,86.02,67,4,15.19,clear sky
421,Taltal,CL,-25.4,-70.4833,58.37,69,0,4.38,clear sky
422,Requena,ES,39.4883,-1.1004,68.13,65,21,2.08,few clouds
423,Fomboni,KM,-12.28,43.7425,78.24,74,1,16.26,clear sky
424,Champerico,GT,14.3,-91.9167,82.35,76,34,3.22,scattered clouds
425,Iracoubo,GF,5.4802,-53.2011,77.29,87,26,5.26,scattered clouds
426,Bara,NG,10.3744,10.7288,75.18,85,96,8.41,overcast clouds
427,Benxi,CN,41.2886,123.765,89.56,57,100,4.36,heavy intensity rain
428,Hongjiang,CN,27.11,109.9956,88.2,64,100,4.41,overcast clouds
429,Puerto Escondido,MX,15.85,-97.0667,80.29,81,100,4.41,overcast clouds
430,Paracuru,BR,-3.41,-39.0306,80.62,81,24,14.29,few clouds
431,Deskati,GR,39.9225,21.8028,72.82,63,0,4.94,clear sky
432,Rudnichnyy,RU,59.617,52.4703,60.48,85,17,3.6,few clouds
433,Cherskiy,RU,68.75,161.3,66.54,40,58,6.02,broken clouds
434,Visby,SE,57.6409,18.296,50.22,93,8,0.0,clear sky
435,Byron Bay,AU,-28.65,153.6167,62.87,44,6,14.2,clear sky
436,Tiarei,PF,-17.5333,-149.3333,82.42,80,10,22.7,clear sky
437,Shalakusha,RU,62.2247,40.2539,51.33,97,94,4.88,overcast clouds
438,Matay,EG,28.419,30.7792,84.88,33,4,8.01,clear sky
439,Lazi,UA,48.0667,24.2333,58.53,98,91,3.67,overcast clouds
440,Zhigalovo,RU,54.8097,105.1578,80.76,38,96,2.71,overcast clouds
441,Rodding,DK,55.3657,9.0632,60.48,77,100,8.05,overcast clouds
442,Ken Caryl,US,39.5773,-105.1169,85.37,31,90,3.0,overcast clouds
443,Etchoropo,MX,26.7667,-109.6667,93.42,55,76,3.18,broken clouds
444,Grand-Santi,GF,4.25,-54.3833,71.49,99,55,2.17,broken clouds
445,Boa Vista,BR,2.8197,-60.6733,76.98,88,90,2.3,overcast clouds
446,Inyonga,TZ,-6.7167,32.0667,58.14,54,0,4.72,clear sky
447,Trairi,BR,-3.2778,-39.2689,76.08,87,5,12.46,clear sky
448,Bilibino,RU,68.0546,166.4372,66.38,32,88,3.0,overcast clouds
449,Namatanai,PG,-3.6667,152.4333,82.63,75,100,6.17,light rain
450,San Gabriel,US,34.0961,-118.1058,95.86,43,1,8.05,clear sky
451,Berezovo,RU,63.9381,65.0419,59.11,72,100,5.59,overcast clouds
452,Antropovo,RU,58.3988,43.0066,58.24,69,2,5.23,clear sky
453,Kollam,IN,8.8833,76.6,80.47,80,72,8.57,broken clouds
454,Mirnyy,RU,62.5353,113.9611,77.86,35,43,7.4,scattered clouds
455,Digboi,IN,27.3833,95.6333,81.55,83,99,1.01,overcast clouds
456,Jardim,BR,-21.4803,-56.1381,55.85,32,99,2.13,overcast clouds
457,Isangel,VU,-19.55,169.2667,86.11,66,75,6.91,broken clouds
458,Hualmay,PE,-11.0964,-77.6139,63.32,81,2,6.78,clear sky
459,Sampit,ID,-2.5333,112.95,84.2,75,93,3.36,overcast clouds
460,Yilan,TW,24.757,121.753,91.06,57,100,9.82,overcast clouds
461,Beruwala,LK,6.4788,79.9828,82.22,79,77,14.5,broken clouds
462,Vienne,AT,48.2085,16.3721,60.58,72,0,1.99,clear sky
463,Kefamenanu,ID,-9.4467,124.4781,84.16,43,53,12.97,broken clouds
464,Olga,RU,43.7444,135.2892,79.27,72,66,6.62,broken clouds
465,Anqiu,CN,36.4342,119.1925,86.61,58,99,11.63,light rain
466,Kalmunai,LK,7.4167,81.8167,83.77,60,96,7.29,overcast clouds
467,Suoyarvi,RU,62.0833,32.35,47.97,84,7,4.76,clear sky
468,Tateyama,JP,34.9833,139.8667,91.15,67,19,4.74,few clouds
469,Teya,RU,60.3778,92.6267,66.94,56,94,7.09,light rain
470,Alofi,NU,-19.0595,-169.9187,80.49,65,75,12.66,broken clouds
471,Batsfjord,NO,70.6345,29.7185,44.82,95,100,14.74,moderate rain
472,Banda Aceh,ID,5.5577,95.3222,84.36,69,99,16.22,overcast clouds
473,Bilma,NE,18.6853,12.9164,85.96,40,99,7.4,overcast clouds
474,San Rafael,AR,-34.6177,-68.3301,53.08,20,19,3.02,few clouds
475,Belyy Yar,RU,53.6039,91.3903,71.49,64,0,6.71,clear sky
476,Asau,RO,46.4333,26.4,63.52,88,100,2.77,overcast clouds
477,Hibbing,US,47.4272,-92.9377,66.43,82,90,5.75,overcast clouds
478,Port Hedland,AU,-20.3167,118.5667,84.25,39,29,13.8,scattered clouds
479,Yar-Sale,RU,66.8333,70.8333,62.22,67,92,5.84,overcast clouds
480,Nome,US,64.5011,-165.4064,51.87,82,90,17.27,light rain
481,Sambava,MG,-14.2667,50.1667,70.83,84,41,15.52,light rain
482,Surt,LY,31.2089,16.5887,76.95,71,0,3.49,clear sky
483,Karlshamn,SE,56.1706,14.8619,57.69,93,60,7.67,broken clouds
484,Chalchihuites,MX,23.4833,-103.8833,65.97,58,86,5.82,overcast clouds
485,Narsaq,GL,60.9167,-46.05,45.32,99,100,3.6,heavy intensity rain
486,Coquimbo,CL,-29.9533,-71.3436,51.53,93,90,0.0,overcast clouds
487,Lata,PT,40.1629,-8.3327,63.05,89,93,4.12,overcast clouds
488,Maumere,ID,-8.6199,122.2111,83.68,66,52,6.67,broken clouds
489,Cabatuan,PH,10.8794,122.486,85.68,68,100,14.27,overcast clouds
490,Prince Rupert,CA,54.3161,-130.3201,60.89,84,75,5.75,light rain
491,Svetlaya,RU,46.5389,138.3297,73.67,80,99,8.88,overcast clouds
492,Juneau,US,58.3019,-134.4197,75.2,72,75,8.05,light rain
493,Kangalassy,RU,62.3464,129.9628,71.53,55,100,8.79,overcast clouds
494,Fort Nelson,CA,58.8053,-122.7002,65.79,63,75,12.66,light intensity shower rain
495,Sayat,TM,38.7839,63.8803,80.47,16,0,6.69,clear sky
496,Koslan,RU,63.4564,48.8989,55.54,79,88,5.39,overcast clouds
497,Saint-Louis,SN,16.3333,-15.0,82.29,56,46,14.0,scattered clouds
498,Tabuk,PH,17.4189,121.4443,82.63,76,98,1.99,overcast clouds
499,Sinegorye,RU,62.0788,150.477,83.34,34,71,2.55,broken clouds
500,Maridi,SS,4.9158,29.4742,64.18,94,88,3.94,overcast clouds
501,Am Timan,TD,11.0297,20.2827,74.46,80,100,5.48,overcast clouds
502,Rosenberg,SK,49.0748,19.3075,57.96,99,85,3.27,overcast clouds
503,Monrovia,LR,6.3005,-10.7969,77.0,78,97,9.33,overcast clouds
504,Kurilsk,RU,45.2333,147.8833,62.69,76,88,4.25,overcast clouds
505,Anori,BR,-3.7728,-61.6442,75.76,78,58,2.37,broken clouds
506,Staroderevyankovskaya,RU,46.1276,38.9674,77.95,64,5,4.99,clear sky
507,Bom Jardim,BR,-7.7958,-35.5872,70.14,97,6,4.54,clear sky
508,Constantine,DZ,36.365,6.6147,67.41,63,0,2.3,clear sky
509,Bhadrak,IN,21.0633,86.5054,89.69,58,100,9.01,overcast clouds
510,Ilek,RU,51.5271,53.3831,77.29,58,68,3.38,broken clouds
511,Paka,MY,4.6374,103.4368,87.73,66,20,8.05,few clouds
512,Pueblo Nuevo,MX,23.3833,-105.3833,57.13,92,100,5.12,overcast clouds
513,Yaounde,CM,3.8667,11.5167,71.13,88,40,2.3,scattered clouds
514,Sortavala,RU,61.7053,30.6918,49.66,83,7,5.93,clear sky
515,Pyay,MM,18.8167,95.2167,81.12,86,100,10.07,overcast clouds
516,Praya,CV,14.9215,-23.5087,75.74,83,40,2.3,scattered clouds
517,Kudahuvadhoo,MV,2.6708,72.8944,82.18,74,100,11.25,overcast clouds
518,Mercedes,AR,-34.6515,-59.4307,48.85,59,12,7.78,few clouds
519,Merrill,US,45.1805,-89.6835,67.59,90,1,4.61,clear sky
520,Odessa,UA,46.4775,30.7326,67.93,88,0,0.0,clear sky
521,Carauari,BR,-4.8828,-66.8958,72.59,74,7,1.28,clear sky
522,Pires Do Rio,BR,-17.2997,-48.2794,59.61,32,0,2.59,clear sky
523,Guiratinga,BR,-16.3494,-53.7583,64.38,30,0,4.76,clear sky
524,Dombas,NO,62.0696,9.1235,41.7,88,38,5.17,scattered clouds
525,San Vicente,AR,-26.6167,-54.1333,45.27,62,74,2.33,light rain
526,Lorengau,PG,-2.0226,147.2712,83.97,70,70,4.29,broken clouds
527,Tombouctou,ML,20.0,-3.0,92.8,24,45,8.41,scattered clouds
528,Kamina,CD,-8.7386,24.9906,57.63,48,2,3.22,clear sky
529,Cayenne,GF,4.9333,-52.3333,82.09,83,20,1.99,few clouds
530,Krasnoselkup,RU,65.7,82.4667,64.29,53,0,5.55,clear sky
531,Solnechnyy,RU,50.7214,136.6319,90.63,41,70,7.43,broken clouds
532,Krk,HR,45.0258,14.5731,72.59,66,0,12.08,clear sky
533,Tsuruga,JP,35.6455,136.0558,88.95,61,5,1.95,clear sky
534,Honiara,SB,-9.4333,159.95,82.78,81,93,7.02,overcast clouds
535,Baoqing,CN,46.3317,132.2111,92.98,46,64,1.77,broken clouds
536,Tayu,ID,-6.5397,111.0518,85.77,57,16,7.63,few clouds
537,Ornskoldsvik,SE,63.2909,18.7153,49.82,81,0,11.5,clear sky
538,Stromness,GB,58.965,-3.296,53.85,88,45,3.06,scattered clouds
539,Agadir,MA,30.4202,-9.5982,66.65,76,0,2.71,clear sky
540,Qui Nhon,VN,13.7667,109.2333,88.77,57,95,16.53,overcast clouds
541,Kashi,CN,39.4547,75.9797,80.22,77,75,6.71,light rain
542,Morondava,MG,-20.2833,44.2833,68.22,72,0,7.63,clear sky
543,Kisangani,CD,0.5167,25.2,70.07,76,71,1.43,broken clouds
544,Carutapera,BR,-1.195,-46.02,73.78,94,12,5.17,few clouds
545,Pinawa,CA,50.1489,-95.8811,69.82,64,100,6.15,overcast clouds
546,Sailana,IN,23.4667,74.9167,76.41,85,100,16.6,overcast clouds
547,Ierapetra,GR,35.01,25.7353,73.58,75,0,0.74,clear sky
548,Hobyo,SO,5.3505,48.5268,75.97,83,12,20.18,few clouds
549,Marawi,PH,7.9986,124.2928,84.65,51,82,6.46,broken clouds
550,Turukhansk,RU,65.8167,87.9833,63.46,53,9,2.91,clear sky
551,Gogrial,SS,8.5332,28.1004,70.36,88,100,4.29,overcast clouds
552,Umm Kaddadah,SD,13.6017,26.6876,82.24,55,100,14.43,overcast clouds
553,Gobabis,NA,-22.45,18.9667,43.25,59,0,9.31,clear sky
554,Puro,PH,12.4841,123.3827,84.11,78,80,24.14,broken clouds
555,Richards Bay,ZA,-28.783,32.0377,59.22,27,0,5.7,clear sky
556,Panaba,MX,21.2833,-88.2667,78.33,82,68,5.93,broken clouds
557,Picota,PE,-6.9197,-76.3304,73.89,82,8,1.7,clear sky
558,Saurimo,AO,-9.6608,20.3916,56.17,42,9,5.3,clear sky
559,Ocampo,MX,21.65,-101.5,61.16,69,3,13.65,clear sky
560,Akyab,MM,20.15,92.9,82.76,82,78,8.99,broken clouds
561,Macklin,CA,52.3334,-109.9348,68.34,57,67,8.08,broken clouds
562,Zhezkazgan,KZ,47.8043,67.7144,73.74,52,0,15.26,clear sky
563,Lavrentiya,RU,65.5833,-171.0,43.38,91,100,7.36,moderate rain
564,Sturgeon Bay,US,44.8342,-87.377,67.08,82,1,11.5,clear sky
565,Poya,NC,-21.35,165.15,75.13,59,40,8.59,scattered clouds
566,Domazlice,CZ,49.4405,12.9298,56.14,93,0,1.9,clear sky
567,Ternate,ID,0.8,127.4,82.99,71,47,6.29,scattered clouds
568,Angoram,PG,-4.0625,144.0661,92.84,51,40,1.16,scattered clouds
569,Ahipara,NZ,-35.1667,173.1667,59.11,84,100,16.84,overcast clouds
570,Tessalit,ML,20.1986,1.0114,90.63,32,43,13.58,scattered clouds
571,Angangueo,MX,19.6194,-100.2853,53.17,88,100,4.72,overcast clouds
572,Kachiry,KZ,53.0675,76.1036,70.09,57,0,7.56,clear sky
573,Lima,PE,-12.0432,-77.0282,62.85,77,75,6.91,broken clouds
574,Chifeng,CN,42.2683,118.9636,84.92,50,0,7.36,clear sky
575,La Tuque,CA,47.4334,-72.7824,59.25,94,100,2.3,overcast clouds
576,Nagato,JP,34.3833,131.2,84.65,59,100,4.32,overcast clouds
577,Colac,AU,-38.3333,143.5833,52.02,72,92,9.28,overcast clouds
578,Kidal,ML,18.4411,1.4078,89.76,33,71,12.59,broken clouds
579,Samarai,PG,-10.6167,150.6667,79.72,76,81,14.76,broken clouds
580,Khandyga,RU,62.6667,135.6,85.41,41,100,6.91,overcast clouds
581,Jeremoabo,BR,-10.075,-38.4808,66.0,99,45,5.91,scattered clouds
582,Ardee,IE,53.8597,-6.5406,62.64,85,0,2.24,clear sky
583,Sainte-Suzanne,RE,-20.9061,55.6089,69.98,68,20,18.41,few clouds
584,Catamarca,AR,-28.4696,-65.7852,54.77,53,0,1.99,clear sky
585,Wanning,CN,18.8003,110.3967,87.15,67,100,8.03,overcast clouds
586,Shelburne,CA,44.0787,-80.2041,63.27,100,37,11.39,scattered clouds
587,Collie,AU,-33.3667,116.15,55.98,93,96,6.64,overcast clouds
588,Saint Joseph,US,39.7686,-94.8466,76.59,86,1,3.44,clear sky
589,Westport,US,41.1415,-73.3579,79.2,91,1,1.01,haze
590,Korla,CN,41.7597,86.1469,83.28,32,100,5.17,overcast clouds
591,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,50.59,95,100,6.49,overcast clouds
592,La Rioja,ES,42.25,-2.5,58.78,76,17,2.66,few clouds
593,Cradock,ZA,-32.1642,25.6192,41.67,77,99,3.47,overcast clouds
594,Shostka,UA,51.863,33.4698,63.88,95,100,7.52,light rain
595,Daru,PG,-9.0763,143.2092,79.72,77,87,13.04,overcast clouds
596,Alexandria,EG,31.2156,29.9553,80.56,69,0,5.75,clear sky
597,Quatre Cocos,MU,-20.2078,57.7625,71.1,68,17,17.85,light rain
598,Wexford,IE,52.3342,-6.4575,63.57,84,2,3.94,clear sky
599,Maraba,BR,-5.3686,-49.1178,75.79,69,53,2.68,broken clouds
600,Dingle,PH,10.9995,122.6711,86.38,67,100,16.53,overcast clouds
601,Manaure,CO,11.7751,-72.4445,81.28,72,1,27.78,clear sky
602,Laguna,US,38.421,-121.4238,93.02,37,1,3.0,clear sky
603,Ovalle,CL,-30.5983,-71.2003,57.25,61,3,0.4,clear sky
604,Havre-Saint-Pierre,CA,50.2334,-63.5986,55.76,88,1,5.75,clear sky
605,Tomatlan,MX,19.9333,-105.25,77.7,95,11,2.3,few clouds
606,Ketchikan,US,55.3422,-131.6461,63.07,77,75,16.11,broken clouds
607,Itarema,BR,-2.9248,-39.9167,77.54,81,47,12.57,scattered clouds
608,Puerto Ayacucho,VE,5.6639,-67.6236,74.23,93,83,2.37,broken clouds
609,Ranchpar,AM,40.0275,44.367,84.49,32,1,8.05,clear sky
610,Phangnga,TH,8.4509,98.5298,87.82,88,100,7.74,overcast clouds
611,Abomsa,ET,9.9833,39.9833,67.01,90,100,4.25,overcast clouds
612,Freeport,US,40.6576,-73.5832,82.31,86,1,3.0,haze
613,Koubia,GN,11.5833,-11.9,67.71,93,100,4.07,overcast clouds
614,Saint-Pierre,RE,-21.3393,55.4781,69.44,74,0,6.91,clear sky
615,Lahaina,US,20.8783,-156.6825,86.0,70,50,14.97,scattered clouds
616,Dubrovnik,HR,42.6481,18.0922,76.64,50,0,21.85,clear sky
617,Ahuimanu,US,21.4447,-157.8378,83.91,66,75,18.41,light rain
618,Bhandaria,BD,22.4861,90.0609,87.42,71,94,9.51,light rain
619,Colares,PT,38.7992,-9.4469,64.44,75,25,11.99,scattered clouds
620,Nabire,ID,-3.3667,135.4833,75.67,95,100,0.63,overcast clouds
621,Homer,US,59.6425,-151.5483,60.08,82,90,5.75,moderate rain
622,Atambua,ID,-9.1061,124.8925,83.5,50,53,3.78,broken clouds
623,Mungwi,ZM,-10.1732,31.3694,49.41,72,0,2.24,clear sky
624,Oxapampa,PE,-10.5775,-75.4017,56.07,97,87,1.63,overcast clouds
625,Warrensburg,US,38.7628,-93.7361,77.38,82,1,0.0,clear sky
626,Taksimo,RU,56.3444,114.8794,73.13,52,99,2.15,overcast clouds
627,Kampot,KH,10.6167,104.1833,80.65,77,80,10.47,broken clouds
628,Yenotayevka,RU,47.2456,47.0281,85.71,39,2,5.37,clear sky
629,Bahia Honda,CU,22.9036,-83.1592,80.15,84,100,1.72,overcast clouds
630,Mayya,RU,61.7333,130.2811,70.92,60,100,4.5,overcast clouds
631,Itoman,JP,26.1247,127.6694,82.42,91,75,29.93,light intensity shower rain
632,General Pico,AR,-35.6566,-63.7568,48.56,44,11,8.01,few clouds
633,Kargopol,RU,61.5071,38.9456,53.24,93,93,4.76,moderate rain
634,Inongo,CD,-1.95,18.2667,68.07,53,19,1.25,few clouds
635,Sindor,RU,62.8629,51.8905,58.23,60,66,3.4,broken clouds
636,Verkhnyaya Inta,RU,65.9811,60.3094,60.46,56,38,1.43,scattered clouds
637,San-Pedro,CI,4.7485,-6.6363,75.18,79,71,6.76,broken clouds
638,Axim,GH,4.8699,-2.2405,74.66,80,6,6.55,clear sky
639,Lintgen,LU,49.7158,6.1336,58.15,89,0,1.99,clear sky
640,Zhangye,CN,38.9342,100.4517,77.76,38,75,6.89,broken clouds
641,Lancaster,US,40.2504,-76.2499,76.73,85,1,1.01,haze
642,Kazachinskoye,RU,57.6953,93.2761,70.92,54,78,3.11,broken clouds
643,Storsteinnes,NO,69.2408,19.2344,47.05,98,100,6.26,overcast clouds
644,Khed Brahma,IN,24.0333,73.05,82.72,77,87,15.75,overcast clouds
645,Dzerzhinsk,RU,56.2389,43.4631,61.45,82,0,2.24,clear sky
646,Mana,GF,5.6592,-53.7767,77.14,88,50,4.92,scattered clouds
647,Ajdabiya,LY,30.7554,20.2263,75.42,75,2,7.9,clear sky
648,Oktyabrskiy,RU,54.4815,53.471,68.63,89,89,5.95,overcast clouds
649,Vilyuysk,RU,63.7553,121.6247,72.59,59,17,3.49,light rain
650,Naze,JP,28.3667,129.4833,79.72,90,100,33.4,heavy intensity rain
651,Bethanien,NA,-26.502,17.1583,34.99,82,0,3.42,clear sky
652,South Lake Tahoe,US,38.9332,-119.9844,81.25,27,1,9.22,clear sky
653,Chotesov,CZ,49.6541,13.2027,57.31,94,90,0.0,overcast clouds
654,Mount Gambier,AU,-37.8333,140.7667,53.51,76,40,10.36,scattered clouds
655,Kvareli,GE,41.9524,45.8151,80.67,52,5,4.97,clear sky
656,Marsa Matruh,EG,31.3525,27.2453,79.0,83,0,6.91,clear sky
657,Chicama,PE,-7.8447,-79.1469,65.75,82,3,4.65,clear sky
658,Bandar-E Lengeh,IR,26.5579,54.8807,89.71,70,22,0.0,haze
659,Kalaleh,IR,37.3807,55.4916,76.6,61,0,0.0,clear sky
660,Teahupoo,PF,-17.8333,-149.2667,76.96,81,31,21.52,scattered clouds
661,Mao,ES,39.8885,4.2658,72.16,94,0,3.44,clear sky
662,Darhan,MN,49.4867,105.9228,58.19,95,100,6.06,moderate rain
663,Timra,SE,62.487,17.3257,51.67,68,10,11.5,clear sky
664,Hit,IQ,33.6416,42.8251,92.79,26,0,16.44,clear sky
665,Batagay,RU,67.6333,134.6333,69.87,41,100,8.75,overcast clouds
666,Raymondville,US,26.4815,-97.7831,84.02,77,88,9.98,moderate rain
667,Shizilu,CN,35.1711,118.8289,82.78,71,97,12.3,light rain
668,Rocha,UY,-34.4833,-54.3333,45.19,71,7,8.48,clear sky
